2.000000000000000111e-01,1.135256002524275692e-01
2.393574297188755251e-01,1.284361807809069889e-01
2.787148594377510391e-01,1.632155133605654729e-01
3.180722891566265531e-01,1.850571982569184093e-01
3.574297188755020116e-01,1.973822697287558325e-01
3.967871485943775811e-01,2.208230285476097121e-01
4.361445783132530396e-01,2.139051985421266400e-01
4.755020080321285536e-01,2.368335537371773214e-01
5.148594377510040676e-01,2.307775740534244724e-01
5.542168674698795261e-01,2.212522160008691396e-01
5.935742971887550956e-01,2.252999090434479601e-01
6.329317269076306651e-01,2.089413568901633267e-01
6.722891566265061236e-01,1.766508701511375345e-01
7.116465863453815821e-01,1.739834786768096331e-01
7.510040160642570406e-01,1.421480774500809563e-01
7.903614457831327211e-01,1.258728424928535483e-01
8.297188755020081796e-01,1.205707320310953207e-01
8.690763052208836381e-01,9.769302586867117943e-02
9.084337349397590966e-01,7.948298127933847712e-02
9.477911646586345551e-01,5.645706294388806723e-02
9.871485943775102356e-01,4.898477299363303283e-02
1.026506024096385694e+00,3.887099928915274671e-02
1.065863453815261153e+00,2.564614141281990056e-02
1.105220883534136611e+00,2.265567528949068501e-02
1.144578313253012070e+00,1.317683242279204213e-02
1.183935742971887750e+00,9.066398769812893804e-03
1.223293172690763209e+00,6.599945109745058817e-03
1.262650602409638667e+00,4.382516292079682851e-03
1.302008032128514126e+00,2.620467608350705337e-03
1.341365461847389584e+00,1.824180964224818595e-03
1.380722891566265265e+00,1.141493942647068844e-03
1.420080321285140723e+00,7.149122524165449702e-04
1.459437751004016182e+00,4.334415406703816340e-04
1.498795180722891640e+00,2.571131218097703354e-04
1.538152610441767099e+00,1.304493931084127218e-04
1.577510040160642779e+00,7.486469284833630034e-05
1.616867469879518238e+00,5.076439919296203560e-05
1.656224899598393696e+00,2.585897266103124865e-05
1.695582329317269155e+00,1.431494259208004744e-05
1.734939759036144835e+00,9.544276211841829237e-06
1.774297188755020294e+00,5.176216239781733298e-06
1.813654618473895752e+00,2.461598963697753995e-06
1.853012048192771211e+00,1.502916012534266349e-06
1.892369477911646669e+00,6.695007790571267340e-07
1.931726907630522350e+00,3.442264601232287114e-07
1.971084337349397808e+00,1.715947249381120975e-07
2.010441767068273489e+00,8.774769124292841739e-08
2.049799196787148947e+00,4.099482269102166141e-08
2.089156626506024406e+00,2.305752273313001170e-08
2.128514056224899864e+00,1.001981385926192389e-08
2.167871485943775323e+00,4.865069207342843199e-09
2.207228915662651225e+00,2.163564231430567455e-09
2.246586345381526684e+00,1.042312726427070534e-09
2.285943775100402142e+00,4.987122700344451524e-10
2.325301204819277601e+00,2.108876027878096396e-10
2.364658634538153059e+00,9.683377080496032641e-11
2.404016064257028518e+00,4.092098365568950019e-11
2.443373493975903976e+00,1.913328274548694075e-11
2.482730923694779435e+00,6.674622685030701510e-12
2.522088353413654893e+00,3.036762783613578397e-12
2.561445783132530796e+00,1.212295992833675837e-12
2.600803212851406254e+00,5.620880016546887224e-13
2.640160642570281713e+00,2.192436503030690199e-13
2.679518072289157171e+00,8.439666188121017603e-14
2.718875502008032630e+00,2.978043410011676510e-14
2.758232931726908088e+00,1.283374223120730325e-14
2.797590361445783547e+00,4.418984530305596673e-15
2.836947791164659005e+00,1.632240362588669551e-15
2.876305220883534464e+00,5.585455906275187139e-16
2.915662650602410366e+00,2.389689691553644634e-16
2.955020080321285825e+00,9.120467888655887669e-17
2.994377510040161283e+00,2.849500545114873242e-17
3.033734939759036742e+00,1.107860650230399888e-17
3.073092369477912200e+00,3.452617293634731329e-18
3.112449799196787659e+00,1.195224120684749400e-18
3.151807228915663117e+00,3.760703638189106077e-19
3.191164658634538576e+00,1.118268458138786685e-19
3.230522088353414034e+00,3.621064697475301099e-20
3.269879518072289937e+00,1.308005356536863515e-20
3.309236947791165395e+00,3.766925390931968348e-21
3.348594377510040854e+00,1.101413083881757537e-21
3.387951807228916312e+00,3.303287780610735341e-22
3.427309236947791771e+00,9.596490367981679385e-23
3.466666666666667229e+00,3.019978547620229009e-23
3.506024096385542688e+00,8.975801702037145740e-24
3.545381526104418146e+00,2.866116955361983935e-24
3.584738955823293605e+00,7.650878191050059238e-25
3.624096385542169507e+00,2.013508034615519924e-25
3.663453815261044966e+00,4.778995269346584573e-26
3.702811244979920424e+00,1.237123633429274536e-26
3.742168674698795883e+00,2.821741392618500009e-27
3.781526104417671341e+00,9.339692204692548462e-28
3.820883534136546800e+00,2.656498941067732932e-28
3.860240963855422258e+00,5.412368552841421824e-29
3.899598393574297717e+00,1.527295580280401808e-29
3.938955823293173175e+00,3.833449844340919911e-30
3.978313253012048634e+00,7.567484639348938211e-31
4.017670682730924092e+00,2.257073008911972553e-31
4.057028112449799551e+00,4.375610679790137010e-32
4.096385542168675009e+00,9.725629042751867248e-33
4.135742971887550468e+00,2.735438430106208250e-33
4.175100401606425926e+00,4.893054687683848058e-34
4.214457831325302273e+00,1.147957678518186303e-34
4.253815261044177731e+00,2.078045510048065168e-35
4.293172690763053190e+00,4.901084545887290568e-36
4.332530120481928648e+00,9.605887617025724184e-37
4.371887550200804107e+00,1.941339689831598304e-37
4.411244979919679565e+00,4.220903232865339966e-38
4.450602409638555024e+00,8.252848056955434153e-39
4.489959839357430482e+00,1.459560636714870444e-39
4.529317269076305941e+00,2.795804495748821013e-40
4.568674698795181399e+00,6.091299034576675160e-41
4.608032128514056858e+00,1.019265528833698412e-41
4.647389558232932316e+00,1.791577412323882859e-42
4.686746987951807775e+00,3.403329500320786254e-43
4.726104417670683233e+00,5.992431472712541319e-44
4.765461847389558692e+00,9.650039331813759495e-45
4.804819277108434150e+00,1.638621471115918439e-45
4.844176706827309609e+00,3.382863235703553247e-46
4.883534136546185955e+00,4.623235344619058672e-47
4.922891566265061414e+00,6.531129502834267594e-48
4.962248995983936872e+00,9.549316757304630035e-49
5.001606425702812331e+00,1.637059499387693946e-49
5.040963855421687789e+00,2.334456823268766547e-50
5.080321285140563248e+00,3.688724140141392934e-51
5.119678714859438706e+00,5.851352507152080764e-52
5.159036144578314165e+00,8.383097014838950831e-53
5.198393574297189623e+00,1.069044385499922895e-53
5.237751004016065082e+00,1.891554632635847004e-54
5.277108433734940540e+00,2.228742843877933951e-55
5.316465863453815999e+00,2.943695219919660103e-56
5.355823293172691457e+00,3.847318800204107725e-57
5.395180722891566916e+00,4.830970237709304771e-58
5.434538152610442374e+00,6.758699060319621982e-59
5.473895582329317833e+00,9.209848700781428634e-60
5.513253012048193291e+00,1.063379674503605556e-60
5.552610441767068750e+00,1.300040606746414509e-61
5.591967871485944208e+00,1.632492105307666437e-62
5.631325301204820555e+00,1.614285243824411054e-63
5.670682730923696013e+00,1.844606775839977454e-64
5.710040160642571472e+00,2.609673765536100329e-65
5.749397590361446930e+00,2.171932312962955324e-66
5.788755020080322389e+00,2.901057580204125288e-67
5.828112449799197847e+00,2.846826006669927883e-68
5.867469879518073306e+00,3.334009131066554504e-69
5.906827309236948764e+00,3.387986595718945312e-70
5.946184738955824223e+00,3.096445306784853051e-71
5.985542168674699681e+00,3.197106518867048683e-72
6.024899598393575140e+00,3.414179896082161059e-73
6.064257028112450598e+00,3.068667315429097301e-74
6.103614457831326057e+00,2.879409493637732193e-75
6.142971887550201515e+00,2.943005529707374863e-76
6.182329317269076974e+00,2.330333357827714632e-77
6.221686746987952432e+00,2.268878593816437293e-78
6.261044176706827891e+00,2.021884325644323819e-79
6.300401606425703349e+00,1.995109011247344016e-80
6.339759036144579696e+00,1.567658249934615456e-81
6.379116465863455154e+00,1.188821094624477019e-82
6.418473895582330613e+00,1.013859239634418119e-83
6.457831325301206071e+00,8.116239609902827768e-85
6.497188755020081530e+00,6.466270722537579347e-86
6.536546184738956988e+00,5.235956693430215386e-87
6.575903614457832447e+00,4.463343467110477198e-88
6.615261044176707905e+00,2.953886374856359986e-89
6.654618473895583364e+00,2.030161934647794197e-90
6.693975903614458822e+00,1.532912263130943067e-91
6.733333333333334281e+00,1.032087276130393352e-92
6.772690763052209739e+00,8.442022945074730663e-94
6.812048192771085198e+00,4.946482645806760379e-95
6.851405622489960656e+00,3.647912347733003546e-96
6.890763052208836115e+00,2.561232917186311415e-97
6.930120481927711573e+00,1.482697161525428018e-98
6.969477911646587032e+00,8.793818129278879563e-100
7.008835341365462490e+00,5.624941287245843785e-101
7.048192771084338837e+00,3.748172773125014662e-102
7.087550200803214295e+00,2.165673485723737992e-103
7.126907630522089754e+00,1.406659443676930328e-104
7.166265060240965212e+00,8.661150846207074192e-106
7.205622489959840671e+00,4.501666293539450685e-107
7.244979919678716129e+00,2.822972824636426519e-108
7.284337349397591588e+00,1.314726681542478177e-109
